osm_type,osm_id,key,value,name,lat,lon,barrio,comuna,_name_norm,unified_label
node,9045649517,amenity,cafe,Bilbo Café,-34.603802,-58.4535532,VILLA CRESPO,15.0,bilbo cafe,Literario / intelectual / artístico
node,9548541626,amenity,restaurant,The película,-34.5884797,-58.4164877,PALERMO,14.0,the pelicula,Literario / intelectual / artístico
node,9548541917,amenity,theatre,Teatro,-34.5991458,-58.3897438,RECOLETA,2.0,teatro,Literario / intelectual / artístico
node,10181082317,amenity,theatre,ITACA complejo teatral,-34.6019123,-58.4217098,ALMAGRO,5.0,itaca complejo teatral,Literario / intelectual / artístico
node,10659389505,amenity,restaurant,Teatro Tercer Acto,-34.6093151,-58.3829661,MONSERRAT,1.0,teatro tercer acto,Literario / intelectual / artístico
node,10830987506,amenity,theatre,Fuerza Bruta,-34.5599444,-58.4210319,PALERMO,14.0,fuerza bruta,Literario / intelectual / artístico
node,10943135422,amenity,cafe,Bilbo,-34.5679768,-58.5060798,SAAVEDRA,12.0,bilbo,Literario / intelectual / artístico
node,11331524650,amenity,theatre,Apolo,-34.604147,-58.386116,SAN NICOLAS,1.0,apolo,Literario / intelectual / artístico
node,11374560870,amenity,theatre,Sala caras y caretas,-34.6057856,-58.39586,BALVANERA,3.0,sala caras y caretas,Literario / intelectual / artístico
node,11417458271,amenity,cafe,Sócrates,-34.6276346,-58.447115,CABALLITO,6.0,socrates,Literario / intelectual / artístico
node,11593148069,amenity,cafe,Yenny café/libros,-34.5859544,-58.4260588,PALERMO,14.0,yenny cafe/libros,Literario / intelectual / artístico
node,11695208569,amenity,cafe,Ifigenia Café Literario,-34.6100486,-58.4710076,VILLA GRAL. MITRE,11.0,ifigenia cafe literario,Literario / intelectual / artístico
node,11746912769,amenity,restaurant,Olympo Sky Bar,-34.6042103,-58.387493,SAN NICOLAS,1.0,olympo sky bar,Literario / intelectual / artístico
node,11753762269,amenity,cafe,Biblos,-34.5793845,-58.4077088,PALERMO,14.0,biblos,Literario / intelectual / artístico
node,11887898932,amenity,theatre,Utilería,-34.643238,-58.3971274,PARQUE PATRICIOS,4.0,utileria,Literario / intelectual / artístico
node,11890408926,amenity,theatre,Utilería,-34.6432987,-58.3970895,PARQUE PATRICIOS,4.0,utileria,Literario / intelectual / artístico
node,11905698887,amenity,cafe,Dante en Verona,-34.583255,-58.4036879,PALERMO,14.0,dante en verona,Literario / intelectual / artístico
node,12038552720,amenity,restaurant,Argos,-34.6147299,-58.3902768,MONSERRAT,1.0,argos,Literario / intelectual / artístico
node,12038573477,amenity,restaurant,Macondo,-34.6139596,-58.3962601,BALVANERA,3.0,macondo,Literario / intelectual / artístico
node,12041566718,amenity,theatre,Politeama,-34.6046152,-58.3878171,SAN NICOLAS,1.0,politeama,Literario / intelectual / artístico
node,12058190017,amenity,theatre,Anfi-Teatro,-34.5808908,-58.4182984,PALERMO,14.0,anfi-teatro,Literario / intelectual / artístico
node,12247206501,amenity,cafe,Asgard Cafe,-34.5606477,-58.4548588,BELGRANO,13.0,asgard cafe,Literario / intelectual / artístico
node,12331493463,amenity,theatre,Sala Batato Barea,-34.6051599,-58.396054,BALVANERA,3.0,sala batato barea,Literario / intelectual / artístico
node,12373717802,amenity,cafe,Tunel Cafe,-34.6040094,-58.4580839,VILLA CRESPO,15.0,tunel cafe,Literario / intelectual / artístico
node,12374065196,amenity,cafe,Monet,-34.5891581,-58.3996005,RECOLETA,2.0,monet,Literario / intelectual / artístico
node,12978106865,amenity,cafe,Gaudi,-34.6014998,-58.3782517,SAN NICOLAS,1.0,gaudi,Literario / intelectual / artístico
node,13314477501,amenity,cafe,Literal,-34.5827272,-58.4253537,PALERMO,14.0,literal,Literario / intelectual / artístico
node,13337479859,amenity,cafe,Arte Express,-34.5974089,-58.4902623,VILLA DEL PARQUE,11.0,arte express,Literario / intelectual / artístico
node,341120136,shop,books,El Ateneo Grand Splendid,-34.5959828,-58.3942623,RECOLETA,2.0,el ateneo grand splendid,Literario / intelectual / artístico
node,1112458173,shop,bakery,La Sonámbula,-34.6045647,-58.3929027,BALVANERA,3.0,la sonambula,Literario / intelectual / artístico
node,1895261898,shop,books,Librerias El Ateneo,-34.6040755,-58.3753459,SAN NICOLAS,1.0,librerias el ateneo,Literario / intelectual / artístico
node,2104323178,shop,books,El Ateneo,-34.5620687,-58.4563662,BELGRANO,13.0,el ateneo,Literario / intelectual / artístico
node,2377305496,shop,bakery,Quijote,-34.6300519,-58.4870803,FLORESTA,10.0,quijote,Literario / intelectual / artístico
node,2454775308,shop,books,Cúspide Libros,-34.5995185,-58.3797505,SAN NICOLAS,1.0,cuspide libros,Literario / intelectual / artístico
node,2470497005,shop,books,Estación Libro,-34.5749162,-58.4828622,VILLA URQUIZA,12.0,estacion libro,Literario / intelectual / artístico
node,2670100256,shop,books,Librería El Túnel,-34.6086189,-58.3773062,MONSERRAT,1.0,libreria el tunel,Literario / intelectual / artístico
node,2948319833,shop,books,Libros Del Mundo,-34.5984277,-58.3839617,RETIRO,1.0,libros del mundo,Literario / intelectual / artístico
node,3186056341,shop,books,Librería Platero,-34.6032097,-58.3851417,SAN NICOLAS,1.0,libreria platero,Literario / intelectual / artístico
node,3223488034,shop,deli,Danerys,-34.5934341,-58.4394914,VILLA CRESPO,15.0,danerys,Literario / intelectual / artístico
node,3579317702,shop,books,Librería Biblos,-34.573468,-58.448241,COLEGIALES,13.0,libreria biblos,Literario / intelectual / artístico
node,3680673625,shop,books,El Túnel,-34.5579181,-58.4605472,BELGRANO,13.0,el tunel,Literario / intelectual / artístico
node,3726222909,shop,books,Tecnica Artistica,-34.6175128,-58.5027742,MONTE CASTRO,10.0,tecnica artistica,Literario / intelectual / artístico
node,3767495331,shop,books,La Lengua Absuelta,-34.5623281,-58.4543691,BELGRANO,13.0,la lengua absuelta,Literario / intelectual / artístico
node,3837419033,shop,books,Gandalf,-34.5874042,-58.5043162,VILLA PUEYRREDON,12.0,gandalf,Literario / intelectual / artístico
node,4235620590,shop,books,Paidos del Fondo,-34.5957086,-58.3916678,RECOLETA,2.0,paidos del fondo,Literario / intelectual / artístico
node,4323878290,shop,books,Antigona,-34.6003835,-58.3926387,SAN NICOLAS,1.0,antigona,Literario / intelectual / artístico
node,4402584929,shop,books,Vivaldi Libros Académicos,-34.6197104,-58.3842214,CONSTITUCION,1.0,vivaldi libros academicos,Literario / intelectual / artístico
node,4484621993,shop,books,Fondo de Cultura Económica,-34.5890806,-58.4258323,PALERMO,14.0,fondo de cultura economica,Literario / intelectual / artístico
node,4553018825,shop,books,Arte Suave,-34.5806191,-58.4222772,PALERMO,14.0,arte suave,Literario / intelectual / artístico
node,4553018837,shop,books,Gorgias,-34.580836,-58.4219405,PALERMO,14.0,gorgias,Literario / intelectual / artístico
node,4553018842,shop,books,Librolandia,-34.5807043,-58.422145,PALERMO,14.0,librolandia,Literario / intelectual / artístico
node,4553018846,shop,books,Los 7 Locos,-34.5807402,-58.4220369,PALERMO,14.0,los 7 locos,Literario / intelectual / artístico
node,4553018847,shop,books,Los Muditos Book,-34.5805779,-58.4223412,PALERMO,14.0,los muditos book,Literario / intelectual / artístico
node,4553018855,shop,books,Apocrypha,-34.5807611,-58.4220567,PALERMO,14.0,apocrypha,Literario / intelectual / artístico
node,4553018858,shop,books,Tierra de Libros,-34.5806903,-58.4221667,PALERMO,14.0,tierra de libros,Literario / intelectual / artístico
node,4553018860,shop,books,Ulises,-34.5807754,-58.4220345,PALERMO,14.0,ulises,Literario / intelectual / artístico
node,4635674103,shop,books,Librería Textos,-34.5686007,-58.434614,PALERMO,14.0,libreria textos,Literario / intelectual / artístico
node,4676824087,shop,books,Antígona,-34.604042,-58.3890424,SAN NICOLAS,1.0,antigona,Literario / intelectual / artístico
node,4676840092,shop,books,Adán Buenosayres Libros,-34.6041465,-58.3904146,SAN NICOLAS,1.0,adan buenosayres libros,Literario / intelectual / artístico
node,4683621776,shop,books,Librería La Cátedra,-34.6043716,-58.3896958,SAN NICOLAS,1.0,libreria la catedra,Literario / intelectual / artístico
node,4683625496,shop,books,Gandhi,-34.6044685,-58.3906265,SAN NICOLAS,1.0,gandhi,Literario / intelectual / artístico
node,4683625497,shop,books,Jekyll,-34.6044685,-58.3906664,SAN NICOLAS,1.0,jekyll,Literario / intelectual / artístico
node,4697794848,shop,books,Librería Lyris,-34.5995785,-58.3893093,SAN NICOLAS,1.0,libreria lyris,Literario / intelectual / artístico
node,4702275625,shop,books,Agape Libros,-34.5996561,-58.3781655,SAN NICOLAS,1.0,agape libros,Literario / intelectual / artístico
node,4702320238,shop,books,Poema 20,-34.5979935,-58.3782572,RETIRO,1.0,poema 20,Literario / intelectual / artístico
node,4704043909,shop,books,Atenea,-34.6332354,-58.4800224,FLORESTA,10.0,atenea,Literario / intelectual / artístico
node,4707270235,shop,books,Biblos,-34.595706,-58.3841176,RETIRO,1.0,biblos,Literario / intelectual / artístico
node,4764348920,shop,books,Tiempos Modernos,-34.5624888,-58.4532063,BELGRANO,13.0,tiempos modernos,Literario / intelectual / artístico
node,4844311885,shop,books,Monserrat lee libros,-34.6132552,-58.3854503,MONSERRAT,1.0,monserrat lee libros,Literario / intelectual / artístico
node,6067432986,shop,books,Librería Hernandez,-34.6041644,-58.3871429,SAN NICOLAS,1.0,libreria hernandez,Literario / intelectual / artístico
node,6067432987,shop,books,Mil Grullas Libros,-34.5884939,-58.4237303,PALERMO,14.0,mil grullas libros,Literario / intelectual / artístico
node,6336276433,shop,books,La Revistería Comics & Coffee,-34.5996148,-58.3752651,SAN NICOLAS,1.0,la revisteria comics & coffee,Literario / intelectual / artístico
node,7111499885,shop,books,Eterna Cadencia,-34.584424,-58.4361376,PALERMO,14.0,eterna cadencia,Literario / intelectual / artístico
node,7132323155,shop,books,Antigona,-34.5850645,-58.3996623,RECOLETA,2.0,antigona,Literario / intelectual / artístico
node,7133742074,shop,books,El Rufian Melancolico,-34.6179428,-58.373127,SAN TELMO,1.0,el rufian melancolico,Literario / intelectual / artístico
node,7235514385,shop,books,Librería Legenda,-34.5918792,-58.4120045,RECOLETA,2.0,libreria legenda,Literario / intelectual / artístico
node,10131357089,shop,books,Metaphora,-34.6081726,-58.3962948,BALVANERA,3.0,metaphora,Literario / intelectual / artístico
node,11805561109,shop,books,Eudeba,-34.5409627,-58.4440521,BELGRANO,13.0,eudeba,Literario / intelectual / artístico
node,11875229989,shop,books,Recreo en Libros,-34.6213854,-58.4210414,BOEDO,5.0,recreo en libros,Literario / intelectual / artístico
node,12084001117,shop,books,Las mil y una hijas,-34.5991449,-58.3806864,SAN NICOLAS,1.0,las mil y una hijas,Literario / intelectual / artístico
node,12834949422,shop,books,Zama Libros,-34.6156426,-58.450102,CABALLITO,6.0,zama libros,Literario / intelectual / artístico
node,2266519440,amenity,cafe,Moisha,-34.5896989,-58.3983414,RECOLETA,2.0,moisha,Herencia judía
node,4633147715,amenity,cafe,Rimon,-34.5794235,-58.4120441,PALERMO,14.0,rimon,Herencia judía
node,4709285989,amenity,restaurant,Benaim,-34.5952494,-58.4216483,PALERMO,14.0,benaim,Herencia judía
node,4917802322,amenity,restaurant,Eretz Cantina Israelí,-34.5905067,-58.4271553,PALERMO,14.0,eretz cantina israeli,Herencia judía
node,6580342618,amenity,restaurant,Schwartz & Berg,-34.5848142,-58.4369091,PALERMO,14.0,schwartz & berg,Herencia judía
node,9727433817,amenity,restaurant,Benaim Kosher,-34.5810399,-58.4387291,PALERMO,14.0,benaim kosher,Herencia judía
node,9977859417,amenity,restaurant,Eben Ezer,-34.6174,-58.4082074,BALVANERA,3.0,eben ezer,Herencia judía
node,11236475538,amenity,cafe,Mishiguene,-34.5820267,-58.4063767,PALERMO,14.0,mishiguene,Herencia judía
node,3257422269,shop,books,Mendel,-34.5795733,-58.4305613,PALERMO,14.0,mendel,Herencia judía
node,738897128,amenity,pub,Untertürkheim,-34.6208304,-58.3785845,CONSTITUCION,1.0,unterturkheim,Herencia europea (otra)
node,1009517899,amenity,pub,El Holandés Cervecero,-34.569828,-58.4832754,VILLA URQUIZA,12.0,el holandes cervecero,Herencia europea (otra)
node,1160292561,amenity,restaurant,Fritz,-34.5985992,-58.3961834,RECOLETA,2.0,fritz,Herencia europea (otra)
node,1283906328,amenity,theatre,British Arts Centre,-34.5921705,-58.3799433,RETIRO,1.0,british arts centre,Herencia europea (otra)
node,2038426438,amenity,cafe,Bar Británico,-34.6252644,-58.3709659,SAN TELMO,1.0,bar britanico,Herencia europea (otra)
node,2175215147,amenity,restaurant,Baviera,-34.5626017,-58.4574663,BELGRANO,13.0,baviera,Herencia europea (otra)
node,2199807169,amenity,cafe,Quo Vadis,-34.5592601,-58.4525996,BELGRANO,13.0,quo vadis,Herencia europea (otra)
node,2472966374,amenity,cafe,Iceland,-34.6207571,-58.371524,SAN TELMO,1.0,iceland,Herencia europea (otra)
node,2596173917,amenity,restaurant,Iceland,-34.5774014,-58.4387691,PALERMO,14.0,iceland,Herencia europea (otra)
node,2726351487,amenity,bar,Achtung Bar,-34.6184473,-58.3733294,SAN TELMO,1.0,achtung bar,Herencia europea (otra)
node,3111491329,amenity,restaurant,Andorra,-34.5975872,-58.4220528,PALERMO,14.0,andorra,Herencia europea (otra)
node,3175720087,amenity,bar,Londra,-34.6111018,-58.3792044,MONSERRAT,1.0,londra,Herencia europea (otra)
node,3183375061,amenity,cafe,Confitera Saint Moritz,-34.5976922,-58.3784499,RETIRO,1.0,confitera saint moritz,Herencia europea (otra)
node,3257752194,amenity,pub,Keller Serrano,-34.5885894,-58.4305846,PALERMO,14.0,keller serrano,Herencia europea (otra)
node,3346048878,amenity,bar,Terminal Krakovia Bar,-34.6236428,-58.4306028,CABALLITO,6.0,terminal krakovia bar,Herencia europea (otra)
node,3657604633,amenity,cafe,Montecarlo,-34.5770333,-58.4337782,PALERMO,14.0,montecarlo,Herencia europea (otra)
node,3819362819,amenity,bar,Breoghan,-34.6178406,-58.3729945,SAN TELMO,1.0,breoghan,Herencia europea (otra)
node,3878977519,amenity,bar,Taberna Odín,-34.5882146,-58.431089,PALERMO,14.0,taberna odin,Herencia europea (otra)
node,4238905691,amenity,bar,BierLife,-34.6208994,-58.375332,SAN TELMO,1.0,bierlife,Herencia europea (otra)
node,4251154591,amenity,pub,Sláinte Irish Pub,-34.5954092,-58.501343,VILLA DEVOTO,11.0,slainte irish pub,Herencia europea (otra)
node,4314954702,amenity,cafe,Cafezenda,-34.573279,-58.4381075,PALERMO,14.0,cafezenda,Herencia europea (otra)
node,4319023498,amenity,restaurant,Brač,-34.5836555,-58.4341688,PALERMO,14.0,brac,Herencia europea (otra)
node,4319023527,amenity,nightclub,York,-34.5847373,-58.4368356,PALERMO,14.0,york,Herencia europea (otra)
node,4459983590,amenity,pub,Valk Taproom,-34.5883164,-58.4296398,PALERMO,14.0,valk taproom,Herencia europea (otra)
node,4579809389,amenity,bar,Bulgaria,-34.610089,-58.4511814,CABALLITO,6.0,bulgaria,Herencia europea (otra)
node,4600271157,amenity,bar,Bier Welt,-34.6325826,-58.4158359,BOEDO,5.0,bier welt,Herencia europea (otra)
node,4602966899,amenity,restaurant,Extrawurst,-34.5978598,-58.3733312,RETIRO,1.0,extrawurst,Herencia europea (otra)
node,4635304502,amenity,restaurant,Veikko,-34.5705438,-58.4312414,PALERMO,14.0,veikko,Herencia europea (otra)
node,4657104498,amenity,restaurant,Boa Lua,-34.5855461,-58.4883176,AGRONOMIA,15.0,boa lua,Herencia europea (otra)
node,4670184643,amenity,cafe,Hausbrot,-34.6106802,-58.3630566,PUERTO MADERO,1.0,hausbrot,Herencia europea (otra)
node,4675347205,amenity,cafe,Hausbrot,-34.5823541,-58.4104088,PALERMO,14.0,hausbrot,Herencia europea (otra)
node,4701610019,amenity,restaurant,Andorra,-34.5975843,-58.4220215,PALERMO,14.0,andorra,Herencia europea (otra)
node,4730100190,amenity,bar,Gibraltar,-34.6184038,-58.3744431,SAN TELMO,1.0,gibraltar,Herencia europea (otra)
node,4892635222,amenity,bar,Belgica,-34.6263128,-58.4406288,CABALLITO,6.0,belgica,Herencia europea (otra)
node,4944505486,amenity,cafe,Kalimera Kafes,-34.5776454,-58.4368321,PALERMO,14.0,kalimera kafes,Herencia europea (otra)
node,5020214322,amenity,restaurant,Celta Bar,-34.6056608,-58.390907,SAN NICOLAS,1.0,celta bar,Herencia europea (otra)
node,5257882774,amenity,cafe,Öss,-34.5546147,-58.4558095,BELGRANO,13.0,oss,Herencia europea (otra)
node,5397319181,amenity,bar,Bierhof,-34.5894499,-58.4234314,PALERMO,14.0,bierhof,Herencia europea (otra)
node,5419700731,amenity,restaurant,Nódica Smørrebrød,-34.6097645,-58.3763714,MONSERRAT,1.0,nodica smørrebrød,Herencia europea (otra)
node,5609702808,amenity,restaurant,El Griego,-34.6004382,-58.5114904,VILLA DEVOTO,11.0,el griego,Herencia europea (otra)
node,5878638537,amenity,bar,Wunderbar,-34.5585085,-58.466827,BELGRANO,13.0,wunderbar,Herencia europea (otra)
node,6333422728,amenity,pub,Gott,-34.5846475,-58.4887066,VILLA URQUIZA,12.0,gott,Herencia europea (otra)
node,6350706839,amenity,pub,Berlina Bunker,-34.6185603,-58.3708254,SAN TELMO,1.0,berlina bunker,Herencia europea (otra)
node,6421907885,amenity,cafe,Nataria Portuguesa,-34.5923616,-58.3892976,RECOLETA,2.0,nataria portuguesa,Herencia europea (otra)
node,6423769286,amenity,bar,Avant Garten,-34.5702294,-58.4214601,PALERMO,14.0,avant garten,Herencia europea (otra)
node,6477305185,amenity,bar,Berlina Bunker,-34.6186791,-58.3708556,SAN TELMO,1.0,berlina bunker,Herencia europea (otra)
node,6570226685,amenity,bar,VALHALLA Bar Vikingo,-34.6174969,-58.373159,SAN TELMO,1.0,valhalla bar vikingo,Herencia europea (otra)
node,6654354738,amenity,restaurant,Bodensee,-34.5810862,-58.4404052,PALERMO,14.0,bodensee,Herencia europea (otra)
node,6957948611,amenity,pub,Lagerhaus,-34.6027063,-58.5064059,VILLA DEVOTO,11.0,lagerhaus,Herencia europea (otra)
node,7042339285,amenity,bar,Lutero Bar,-34.5859757,-58.4500606,CHACARITA,15.0,lutero bar,Herencia europea (otra)
node,9380718417,amenity,bar,Varsovia,-34.6044232,-58.4836536,VILLA DEL PARQUE,11.0,varsovia,Herencia europea (otra)
node,9607455997,amenity,cafe,"EuroCafé, Tienda de Café en Granos, Insumos y Accesorios",-34.5755166,-58.4626558,COLEGIALES,13.0,"eurocafe, tienda de cafe en granos, insumos y accesorios",Herencia europea (otra)
node,9920390802,amenity,pub,Keller,-34.5587616,-58.4491178,BELGRANO,13.0,keller,Herencia europea (otra)
node,9981830214,amenity,bar,Berlin,-34.6062525,-58.3893893,SAN NICOLAS,1.0,berlin,Herencia europea (otra)
node,10597022505,amenity,bar,Oslo,-34.5794193,-58.4153488,PALERMO,14.0,oslo,Herencia europea (otra)
node,10789234956,amenity,cafe,Confitería Ritz,-34.5703821,-58.4452802,COLEGIALES,13.0,confiteria ritz,Herencia europea (otra)
node,10917544805,amenity,bar,Keller Bier,-34.6029103,-58.3807892,SAN NICOLAS,1.0,keller bier,Herencia europea (otra)
node,10960869005,amenity,cafe,Gökotta,-34.5722753,-58.4315366,PALERMO,14.0,gokotta,Herencia europea (otra)
node,11055542005,amenity,bar,Bucarest,-34.5975311,-58.4348733,VILLA CRESPO,15.0,bucarest,Herencia europea (otra)
node,11269939943,amenity,cafe,Toller kaffeë,-34.5922356,-58.4027272,RECOLETA,2.0,toller kaffee,Herencia europea (otra)
node,11547329769,amenity,cafe,Auslander,-34.5829425,-58.4278284,PALERMO,14.0,auslander,Herencia europea (otra)
node,11897370062,amenity,bar,La Greco,-34.6111209,-58.3749179,MONSERRAT,1.0,la greco,Herencia europea (otra)
node,11974070369,amenity,cafe,Kellers,-34.5889555,-58.402793,RECOLETA,2.0,kellers,Herencia europea (otra)
node,12387446804,amenity,restaurant,Kefi,-34.5831851,-58.4335486,PALERMO,14.0,kefi,Herencia europea (otra)
node,12887832983,amenity,restaurant,Ogham,-34.5559296,-58.4538064,BELGRANO,13.0,ogham,Herencia europea (otra)
node,13092960654,amenity,restaurant,Kazan,-34.5565983,-58.452661,BELGRANO,13.0,kazan,Herencia europea (otra)
node,2199806529,shop,bakery,Hausbrot,-34.5595316,-58.4521276,BELGRANO,13.0,hausbrot,Herencia europea (otra)
node,2208155888,shop,bakery,Hausbrot,-34.5634566,-58.456377,BELGRANO,13.0,hausbrot,Herencia europea (otra)
node,2366181860,shop,bakery,Suevia,-34.5916466,-58.3977337,RECOLETA,2.0,suevia,Herencia europea (otra)
node,3124526629,shop,bakery,Suevia,-34.5875792,-58.4140309,PALERMO,14.0,suevia,Herencia europea (otra)
node,3275069362,shop,deli,Ceffyl Casa de Té Galés,-34.5821171,-58.432397,PALERMO,14.0,ceffyl casa de te gales,Herencia europea (otra)
node,3997545827,shop,bakery,Suevia,-34.5889181,-58.4098309,RECOLETA,2.0,suevia,Herencia europea (otra)
node,4105421697,shop,bakery,Hausbrot,-34.5709004,-58.4583399,COLEGIALES,13.0,hausbrot,Herencia europea (otra)
node,4551336763,shop,bakery,Suevia,-34.5862793,-58.4064897,RECOLETA,2.0,suevia,Herencia europea (otra)
node,4668701455,shop,deli,Praga,-34.5491746,-58.4707339,SAAVEDRA,12.0,praga,Herencia europea (otra)
node,4702543590,shop,bakery,La Helvetica,-34.6230654,-58.3979783,SAN CRISTOBAL,3.0,la helvetica,Herencia europea (otra)
node,4710008671,shop,ice_cream,Härlig,-34.5881016,-58.4208971,PALERMO,14.0,harlig,Herencia europea (otra)
node,5492048921,shop,bakery,Hausbrot,-34.5918991,-58.3900017,RECOLETA,2.0,hausbrot,Herencia europea (otra)
node,6371478051,shop,bakery,Suevia,-34.5882359,-58.398819,RECOLETA,2.0,suevia,Herencia europea (otra)
node,6794242921,shop,bakery,Suevia,-34.5827563,-58.4197294,PALERMO,14.0,suevia,Herencia europea (otra)
node,7630660758,shop,bakery,Hausbrot,-34.567239,-58.4365635,PALERMO,14.0,hausbrot,Herencia europea (otra)
node,10830951868,shop,bakery,Hausbrot,-34.588659,-58.4108996,PALERMO,14.0,hausbrot,Herencia europea (otra)
node,10834388905,shop,bakery,Suevia,-34.5857582,-58.4226334,PALERMO,14.0,suevia,Herencia europea (otra)
node,314685054,amenity,restaurant,Olivetti,-34.5792839,-58.4123925,PALERMO,14.0,olivetti,Herencia europea (italiana)
node,314685083,amenity,restaurant,Bella Italia,-34.5776635,-58.4116493,PALERMO,14.0,bella italia,Herencia europea (italiana)
node,331522170,amenity,restaurant,Avellino,-34.6405076,-58.5094119,LINIERS,9.0,avellino,Herencia europea (italiana)
node,340141702,amenity,cafe,Café Tortoni,-34.6086934,-58.3781432,MONSERRAT,1.0,cafe tortoni,Herencia europea (italiana)
node,455755304,amenity,restaurant,Rimini,-34.5858161,-58.4252413,PALERMO,14.0,rimini,Herencia europea (italiana)
node,573387904,amenity,restaurant,Antonino,-34.566771,-58.4343219,PALERMO,14.0,antonino,Herencia europea (italiana)
node,724259206,amenity,cafe,La Veneciana,-34.6207201,-58.3649969,PUERTO MADERO,1.0,la veneciana,Herencia europea (italiana)
node,724259211,amenity,bar,Aroma Freddo,-34.6029855,-58.3753399,SAN NICOLAS,1.0,aroma freddo,Herencia europea (italiana)
node,724725245,amenity,restaurant,La Bistecca,-34.6205998,-58.3650008,PUERTO MADERO,1.0,la bistecca,Herencia europea (italiana)
node,876504525,amenity,restaurant,Accademia della Pizza,-34.5903702,-58.4109831,RECOLETA,2.0,accademia della pizza,Herencia europea (italiana)
node,1112458313,amenity,restaurant,Punta Cuore,-34.599532,-58.3942601,RECOLETA,2.0,punta cuore,Herencia europea (italiana)
node,1114122393,amenity,cafe,Priamo,-34.6041986,-58.3954415,BALVANERA,3.0,priamo,Herencia europea (italiana)
node,1144740009,amenity,cafe,Piacere,-34.597302,-58.3896411,RECOLETA,2.0,piacere,Herencia europea (italiana)
node,1164396080,amenity,restaurant,Tonno,-34.5703065,-58.4316103,PALERMO,14.0,tonno,Herencia europea (italiana)
node,1164396121,amenity,restaurant,La Stampa,-34.5739719,-58.430366,PALERMO,14.0,la stampa,Herencia europea (italiana)
node,1261495656,amenity,cafe,Persicco,-34.5937688,-58.3941962,RECOLETA,2.0,persicco,Herencia europea (italiana)
node,1282173653,amenity,restaurant,Ligure,-34.5927603,-58.3793842,RETIRO,1.0,ligure,Herencia europea (italiana)
node,1435016204,amenity,restaurant,Rigoletto,-34.5941539,-58.391998,RECOLETA,2.0,rigoletto,Herencia europea (italiana)
node,1490090367,amenity,cafe,Caffé Doge,-34.5801618,-58.4754536,PARQUE CHAS,15.0,caffe doge,Herencia europea (italiana)
node,1506517981,amenity,restaurant,La Parolaccia,-34.5967286,-58.3948947,RECOLETA,2.0,la parolaccia,Herencia europea (italiana)
node,1641497969,amenity,restaurant,Circolo Massimo,-34.5934748,-58.3845151,RETIRO,1.0,circolo massimo,Herencia europea (italiana)
node,1643890132,amenity,cafe,Caffe Vergnano,-34.5988566,-58.3754751,SAN NICOLAS,1.0,caffe vergnano,Herencia europea (italiana)
node,1989733412,amenity,restaurant,Burgio,-34.5584007,-58.4595506,BELGRANO,13.0,burgio,Herencia europea (italiana)
node,2072693143,amenity,restaurant,Il Barista,-34.606665,-58.375142,SAN NICOLAS,1.0,il barista,Herencia europea (italiana)
node,2090405875,amenity,restaurant,Palermo Vecchio,-34.5939826,-58.4180325,PALERMO,14.0,palermo vecchio,Herencia europea (italiana)
node,2135016618,amenity,cafe,Faricci,-34.5856719,-58.4129553,PALERMO,14.0,faricci,Herencia europea (italiana)
node,2135031236,amenity,cafe,Piacere,-34.5853594,-58.4109932,PALERMO,14.0,piacere,Herencia europea (italiana)
node,2142825903,amenity,restaurant,La Faina,-34.6039625,-58.3880143,SAN NICOLAS,1.0,la faina,Herencia europea (italiana)
node,2147911078,amenity,cafe,Faricci,-34.5748027,-58.4475126,COLEGIALES,13.0,faricci,Herencia europea (italiana)
node,2187874329,amenity,restaurant,Spiga,-34.6101855,-58.4044412,BALVANERA,3.0,spiga,Herencia europea (italiana)
node,2259163418,amenity,cafe,Ristretto,-34.589042,-58.4098452,RECOLETA,2.0,ristretto,Herencia europea (italiana)
node,2279653168,amenity,cafe,Café del Doge,-34.5562999,-58.4612224,BELGRANO,13.0,cafe del doge,Herencia europea (italiana)
node,2288555043,amenity,restaurant,Rigoleto,-34.5966589,-58.3732207,RETIRO,1.0,rigoleto,Herencia europea (italiana)
node,2294952962,amenity,restaurant,Renatto Cucina Italiana,-34.5912434,-58.5006899,VILLA PUEYRREDON,12.0,renatto cucina italiana,Herencia europea (italiana)
node,2458348979,amenity,restaurant,El Viejo Torino,-34.6451224,-58.4951134,MATADEROS,9.0,el viejo torino,Herencia europea (italiana)
node,2466174615,amenity,restaurant,Accademia della Pizza,-34.5851383,-58.416258,PALERMO,14.0,accademia della pizza,Herencia europea (italiana)
node,2470336594,amenity,restaurant,Teglia,-34.5656833,-58.4602903,BELGRANO,13.0,teglia,Herencia europea (italiana)
node,2489471291,amenity,cafe,Il Vecchio,-34.5641936,-58.4528916,BELGRANO,13.0,il vecchio,Herencia europea (italiana)
node,2620104983,amenity,restaurant,Vittorio,-34.6101418,-58.3874631,MONSERRAT,1.0,vittorio,Herencia europea (italiana)
node,2686872460,amenity,restaurant,Siamo Nel Forno,-34.58058,-58.4375975,PALERMO,14.0,siamo nel forno,Herencia europea (italiana)
node,2720197394,amenity,cafe,Nonna Bianca,-34.6184248,-58.3719253,SAN TELMO,1.0,nonna bianca,Herencia europea (italiana)
node,2722023549,amenity,restaurant,Saltanapoli,-34.6186164,-58.3767253,SAN TELMO,1.0,saltanapoli,Herencia europea (italiana)
